gene,8C_C1,8C_C2,2PN_1,2PN_2,2PN_3,2PN_4,2PN_5,2PN_6,2PN_7,2PN_8,2PN_9,2PN_10,3PN_1,3PN_2,3PN_3,3PN_4
DOK2,-0.978005889,-0.458762336,0.783847717,1.154135362,-1,-1,-0.210641498,0.471803613,-0.656429142,-0.433483552,-0.648037001,0.146331176,-0.584569881,-0.540128394,0.131441575,0.326176659
WFDC3,-0.438288646,-1,-0.277937534,0.342824612,-0.809007444,-0.132444248,-0.842351272,-0.189707384,-0.901069077,0.205276109,-0.586738972,-0.220600645,-0.719700938,-0.504334133,-0.761048146,0.19391424
TMEM266,-0.701289348,-0.738885364,0.403947639,0.835667049,-1,-0.631644675,-0.546454174,-0.820841377,-0.735827702,-1,-0.825209227,-1,-0.643621302,-0.506256092,-1,-1
UNC5D,-0.722728979,-0.718096551,-0.13992079,-0.388091015,-0.628326765,-0.786177202,-0.749632799,-0.464380471,-0.745277418,-0.793399962,-0.627581459,-0.823080001,-0.405778217,-0.364293433,-0.760631365,0.141334678
BDH1,-0.730124198,-0.710927134,0.026246854,-0.177066106,-0.133526575,-1,-1,-0.242250074,-0.245102262,-0.371830316,-0.63930626,-0.851227701,-0.726577377,-1,0.204363119,-0.493200532
SOST,-0.456724211,-0.984842238,-0.489728789,0.507288356,0.146689773,-1,-1,-0.120435886,-0.323154917,-0.142232281,-0.423036798,-0.473020739,-1,-1,0.025530698,0.367869687
CACNA2D2,-0.66274905,-0.780449868,0.341017045,1.173218329,-0.136449463,-0.258585303,-0.097326321,0.369886084,-0.203744498,-0.258956476,-0.417676593,-0.160092521,-0.500869473,-0.296440904,-0.083227738,0.335851095
ZNF425,-0.786099993,-0.657270658,0.373047055,1.237470344,-0.055865199,0.248564192,-0.521396425,0.467008262,0.423531104,-0.310814164,-0.149633298,0.35025558,-0.57899924,-0.589546036,-0.139169932,0.45789264
JMJD7-PLA2G4B,-0.71130298,-0.732697088,0.300018432,0.892995719,-0.350290894,-0.483451935,-0.43445098,0.077068339,-0.288384746,-0.490654036,-0.444461806,-0.288704443,-0.705348059,-0.483936062,-0.327641921,-0.068373428
TNF,-0.973391004,-0.470906791,-1,-1,-1,-1,-1,0.662799182,-1,-0.637015851,-1,-1,-0.877813917,-1,-1,-1
BARHL2,-1,-0.444504157,-0.219845412,-0.542628137,-1,-0.009246209,-1,0.41056914,-1,-1,-0.49725854,-0.006339648,-1,-0.647121266,-0.564417367,-0.403334346
MYH11,-0.715129689,-0.730448905,0.11967645,0.495409727,-0.816870549,-0.689701874,-0.594562282,0.047228514,-0.506268771,-0.544381718,-0.458412894,-0.183959715,-0.752322915,-0.499220996,0.338437568,0.176210818
WDPCP,-0.61638837,-0.833358918,-0.438333447,-0.28920421,0.122498979,-0.132425219,-0.07419803,0.141253434,-0.268545411,-0.271409409,-0.121492854,-0.113582716,-0.388618741,-0.078417716,-0.007814175,-0.142157567
FER1L6,-0.963526992,-0.486229493,0.371125333,0.899517047,-0.066812773,-0.441326582,-0.300975539,0.41430954,-0.331565997,-0.302260617,-0.129366424,-0.092632178,-0.838481668,-0.159361343,-0.129905947,0.229100774
KCNE1,-0.598505717,-0.85254496,-0.719020116,-1,-0.908261662,-1,-1,-0.952232147,-0.955093439,-1,-1,-1,-1,-1,-1,-0.081089222
AGFG2,-0.780682576,-0.67171379,0.64421321,1.174012391,-0.29108865,-0.22831913,-0.507237796,0.096530448,-0.278928396,-0.356886798,0.187541307,-0.07175879,-0.312016026,-0.03202697,0.121193346,0.454523668
OAS3,-0.506173617,-0.946958339,-0.358107463,0.640091689,-1,-1,-1,0.082933579,-0.885533538,-1,-0.496711428,-0.378937606,-1,-1,-1,-0.063664536
AC233755.2,-1,-0.456375659,0.468358409,-0.125589682,0.16302325,0.545900247,-1,-1,-0.028212023,-1,0.14627505,0.124268755,-0.327087357,-1,-1,-1
ABCA12,-0.925373952,-0.531287514,0.077605521,0.046100101,-1,-0.51804784,-0.596419851,0.06652681,-0.606961723,-0.669524131,-0.586572649,-0.973566851,-0.854815749,-0.563453021,-0.18671785,-0.312606075
PRKCE,-0.780204717,-0.677088248,-0.136180127,0.437501168,-0.350516669,-0.552763803,-0.644778428,-0.374194873,-0.492162741,-0.9137322,-0.802781874,-1,-0.895103438,-1,-0.20033702,-0.453643926
NR2E3,-0.519077546,-0.938987995,-0.255404134,-1,-1,-0.529500572,-1,-0.464817063,-1,-1,-1,-1,-0.932533621,-0.472415593,-0.462502528,-0.355715361
CXCR4,-0.474577974,-0.984248952,-1,-1,1.137581961,0.334063515,-0.614385684,0.644673695,0.631427026,1.603345444,-0.100921933,-1,0.256174418,-1,1.306134328,-1
VIM,-0.991193809,-0.469183248,-0.400315679,0.509580315,-0.194521163,-0.236720141,-0.793164818,0.287711504,-0.205492086,0.580531082,-0.274991283,-0.180785859,-0.760119506,-0.273135354,0.849466342,-0.038275291
TMEM169,-0.96350192,-0.497523854,0.456638217,0.889344906,-0.239571937,-0.940950467,-0.248587471,-0.084070153,-0.280689848,-1,-0.050418312,-0.063000311,-0.939198357,-0.531318067,-0.05645721,0.803565676
ABCG4,-0.659337405,-0.802481789,-0.048799009,-0.683700806,-0.75790915,-0.583156703,-0.932216845,0.214490178,-0.660563665,-0.418498514,-1,-1,-1,-0.715508559,-0.432977282,-1
KIF2B,-1,-0.462667335,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.426787365
GRAP2,-0.609703033,-0.855313233,-0.315111749,0.502822721,-1,-1,-1,-0.846343248,-0.496555802,-1,-1,-1,-1,-0.297796925,0.162663261,-0.554887809
MYOT,-0.729808709,-0.73592548,0.197920085,0.472606102,-0.617943494,-0.419685974,-0.325654166,-0.248154219,-0.064485781,0.013272229,-0.224698291,0.007753153,-0.156108429,0.378299219,-0.882012742,-0.503881885
PFN3,-0.667488423,-0.798637593,-0.478476978,-0.209392156,0.250798747,0.303414662,0.094110056,0.886480968,0.189318752,-0.304090894,-1,0.882407439,-1,0.524203536,-1,-0.333915875
COL22A1,-0.736175013,-0.730346236,0.612950869,1.180080837,-0.734117102,-0.971761069,-0.584047587,0.492166354,-0.269150809,-0.334972689,-0.208634878,-0.073611348,-0.622258762,-0.965994045,0.621463154,0.131130852
CAMK1D,-0.736378511,-0.731360047,0.257197225,0.164583328,-0.102463185,-0.313404928,-0.424487018,0.087846344,0.160838439,-0.195172106,-0.005565335,-0.005129969,-0.614192175,-0.229265264,0.253202994,0.022089341
HTR4,-0.606447609,-0.863146819,-0.308006828,0.6453298,-1,-1,-0.553962808,-0.453864555,-0.604728312,-1,-0.318851784,-1,-1,-0.643399418,-0.788854032,-0.097382022
WNK4,-0.800913311,-0.672437353,-0.950206337,-1,-0.579514669,-0.495022281,-0.796633384,-0.073024686,-0.24756908,-0.648951021,-1,-0.836701349,-0.714874162,-0.905763656,-0.186669186,0.422859754
LMNTD2,-0.927041688,-0.548350934,0.040345485,0.13056951,-1,-0.609303821,-1,-0.294246414,-0.643237233,-0.599778479,-0.779980664,-0.848821962,-1,-0.913267583,-1,-1
GOLGA8Q,-0.783838929,-0.69243016,-0.101667067,0.350727997,-0.592765674,-1,-1,0.058720516,-0.134652995,-1,0.589616217,-0.671763962,-1,-0.886135663,0.424783991,0.413795315
KIAA0513,-0.735217559,-0.741821483,-0.528352929,-1,-0.270880587,-0.355735951,-0.736666789,-0.29353664,-0.309895043,-0.458278885,-0.357619577,-0.390163008,-0.974000285,-0.408979716,-0.215300064,-0.153132902
B3GALT1,-0.973695117,-0.504566817,-0.520365243,-1,-0.637533925,-0.918128039,-0.326138335,-0.387866589,-0.70635709,-0.565160225,-0.240060485,-0.428979949,-0.845238492,-1,-0.423561204,0.198642244
OR2T10,-0.720536191,-0.759215705,-0.718550446,-1,-0.304484494,-0.939291978,-1,-0.261634089,-1,-0.713586681,-1,-1,-1,-1,-0.397323358,-0.019451142
PRKAG2,-0.792322528,-0.687727626,-0.204858215,-0.851872182,-0.133820391,-0.042214244,-0.432852425,-0.23980015,-0.344788452,-0.256637403,-0.86994752,-0.954605349,-0.62694945,-0.655825911,-0.203229515,-0.024829674
CCDC192,-0.749378415,-0.730961607,-1,-1,-1,-0.335975876,-0.808643233,-1,-1,-1,-0.572506588,-0.78654961,-1,-1,-0.326754351,-1
NMRK1,-0.766183163,-0.714806908,-0.001137821,-1,0.590837378,0.384553756,0.252459319,-0.28004267,0.339530343,0.446324938,-0.480406274,0.486557985,0.158383905,0.284016998,-1,0.015468735
TTC28,-0.725750219,-0.755833137,0.072587714,0.111208392,-0.773951832,-0.671978378,-0.757180518,0.120701569,-0.502942849,-1,-0.453494228,-0.413102387,-0.489185114,-0.519074102,-0.04465477,0.060432273
UCP1,-0.482902853,-1,-1,-1,-0.171560915,-1,-1,-1,-0.393994505,1.138661356,-1,-1,0.082750195,-1,-1,-1
CASKIN2,-0.704937392,-0.782687096,-0.448895623,-0.738604579,-0.20944062,-0.009631527,-0.387509232,-0.323204366,-0.245180771,-0.336714349,-0.700548163,-0.048801876,-0.208270133,-0.311486921,-0.277720073,-0.257753013
CDHR3,-0.677569607,-0.811069352,-0.075909363,-0.307780574,-0.693706246,-0.180732983,-0.755100984,-0.279544237,-0.109641866,-0.50284455,-0.547521087,-0.614976035,-0.806720447,-0.416556593,-0.610615405,-1
PRSS51,-0.660077947,-0.828713152,-0.064687606,0.978882401,-0.368385084,-1,-0.622200347,0.378893695,0.125877318,-0.192704847,0.31217651,0.280666905,-0.454187614,-0.300249749,0.490360683,0.584475852
ACOT12,-1,-0.491145456,-1,0.698927268,-1,-1,-0.566024345,-0.084708409,-0.756348764,-1,-1,-1,-1,-0.474912803,-1,-1
ASB2,-0.68495819,-0.807620438,0.230676994,0.559643576,-1,-0.604334518,-0.56984703,-0.097143075,-0.627014394,-0.412886685,-1,0.517122497,-0.656500421,-0.61683297,-0.121429493,0.391629952
ANKRD13B,-0.989438477,-0.505756468,0.145324779,0.629770036,0.030019817,-0.546644655,-0.703885594,-0.346138845,-0.397947392,-0.597356778,-0.356259995,-0.283795174,-0.696226995,-0.18687723,-0.133743388,-0.324760463
AC084121.12,-0.938544769,-0.560073597,-0.835520503,-1,-1,-1,-1,-0.147548737,-1,-1,-0.483598571,-1,-1,-1,-0.135264354,0.14519796
SLC30A3,-0.640703768,-0.859533597,0.122322913,0.641924433,-0.835415391,0.088904466,-0.927184972,-0.0416283,-0.879386402,-1,-0.575488751,-0.95678113,-0.924778812,-1,-0.062996894,-0.170513149
HMGCLL1,-0.700278113,-0.801990632,0.494729653,0.658134891,-1,-1,-1,-0.944313337,-0.389727575,-1,-1,-1,-1,-1,-1,0.563482153
C11orf91,-0.502804739,-1,-1,-1,-1,0.128843353,-1,-0.606598198,-0.424562392,0.03515891,-1,-1,-1,-1,-0.225451066,-1
THRA,-0.592772475,-0.912696462,0.19776284,0.308061322,-0.508662543,-0.402166761,-0.719542489,0.01460214,-0.767687489,-0.350102287,-0.426306339,-0.45417093,-0.748740937,-0.355960534,0.185389714,0.113568027
SRGAP3,-0.803693049,-0.701837411,0.041886316,0.06389154,-0.625460422,-0.591144824,-0.547387197,-0.381141941,-0.402451578,-0.415823747,-0.394631269,-0.134042022,-0.592484689,-0.331996543,-0.222721762,-0.158073751
SORBS3,-0.612015029,-0.897049154,0.144809192,0.319493107,-0.512878742,-0.93058001,-0.691271717,0.033467303,-0.566144595,-0.612883474,-1,-0.304677273,-0.839500526,-0.787705008,-0.562841527,-0.350455348
EVA1C,-0.761777328,-0.747915306,-0.372005282,-1,-0.62464974,-0.407459854,-0.905951772,-0.528544432,-1,-0.822840475,-0.761465603,-0.808437045,-1,-1,-1,-0.835102298
KLF18,-0.511322785,-1,-1,-1,0.716782173,-0.052491451,-1,0.869018143,1.186668273,1.249545456,0.34200481,1.214609433,-1,-0.464274593,1.350490589,-1
C1orf127,-0.98730027,-0.524956377,0.029676439,-0.180050682,-0.293303133,-1,-1,-0.547006816,-0.51337065,-0.79218995,-0.394491125,-0.775874127,-1,-0.454689595,-0.305361893,-0.217249788
OLFM2,-0.964642293,-0.548717516,0.02143533,0.621433042,0.065482987,-0.18740025,-0.359713294,0.237681444,0.155028278,-0.390446888,-0.179953298,-1,-0.727620851,-0.515713973,0.113859492,-1
NEDD9,-0.735353191,-0.781620202,-1,-1,-0.947598931,-1,-0.957974614,-0.27485461,-0.407784369,-0.521323141,-0.617111279,-1,0.206958033,-1,-0.676320006,-1
MLXIPL,-0.686776687,-0.831435963,0.253848825,0.69141889,-0.943878079,-0.559747576,-0.914142248,0.358332578,-0.404614791,-0.910914006,-0.470803668,-1,-0.953415489,-0.945754183,-0.130038985,-0.191940482
MMP23B,-0.843827949,-0.675815776,0.037579943,-0.499911495,-1,-0.500764751,-0.830522451,-0.722750276,-0.807413143,-0.824724863,-1,-0.678925918,-0.904044715,-0.727796865,-1,-1
ROBO4,-0.522591627,-1,0.523821487,0.843413312,-0.720559135,-0.459125559,-0.935920349,0.49491325,-0.834249302,-0.875754864,-0.629372014,-0.387358636,-1,-0.685199418,0.13117741,-0.410614007
ABLIM1,-0.608853094,-0.918205484,0.040677168,1.191685984,0.03355117,-0.030813411,-0.265710746,0.247678484,0.050126763,0.040020597,-0.427068483,-1,-0.072607615,0.044567589,0.486592123,0.21027838
LPO,-0.788800807,-0.738976904,-0.229712423,0.12407265,-0.576424024,-0.320721406,-0.403952222,-0.141053784,-0.668022945,-0.088442918,-0.401023126,0.027756186,-0.695293886,-0.509877251,-0.707761256,-0.323298619
SZT2,-0.781000746,-0.748123737,-0.448667493,-0.23825494,-0.591316163,0.088064877,-0.529157849,-0.396314166,-0.100513886,-0.137785479,-0.528920017,-0.04736151,-0.507222643,-0.556825749,-0.129188519,-0.477995904
TMEM179,-0.73254443,-0.801732248,-0.147767539,0.48010357,-0.949228666,-0.798076415,-0.922083304,-0.477621503,-0.564931944,-0.487912235,-0.537062165,-0.608291443,-0.792971456,-0.796418904,-0.933783501,-0.397638713
KCNE1B,-0.689091611,-0.846300109,-0.559060707,-1,-1,-1,-1,-0.866486895,-0.873794668,-0.720947639,-1,-1,-1,-1,-1,-0.151178444
KMT5C,-0.734337282,-0.80119231,0.370305237,1.096994432,-0.675185808,-0.437082795,-0.779597372,0.014923943,-0.552290145,-0.482089886,-0.853787719,-0.599307315,-0.646720778,-0.813464213,-0.402816508,-0.479501926
ARFGEF3,-0.862949431,-0.672622264,0.039095163,0.479197567,-0.777149308,-0.785132108,-0.805023332,-0.130294864,-0.447665845,-0.724606932,-0.370663707,-0.309987426,-0.751899335,-1,-0.428176264,0.219034106
TTLL11,-0.896217994,-0.639808125,-0.102129277,-1,-0.109899594,-0.489169709,-0.604026929,-0.064679844,-0.332072851,-1,-0.146973396,-0.541000515,-1,-0.229678151,-0.523397313,-0.670113789
AC134684.9,-0.968186259,-0.569392405,-1,-1,-1,-1,-1,0.389815268,-0.841319443,-1,-1,-1,-1,-1,-0.217596969,0.698952458
RTEL1-TNFRSF6B,-0.706022067,-0.839105037,-0.060514045,0.522561073,-0.457973339,-0.653585994,-0.409632494,-0.239099302,-0.216466228,-0.145768372,-0.427930609,-0.0639729,-0.484337926,-0.394768672,-0.172375202,-0.464456011
GREB1,-0.667292153,-0.881118974,0.280637528,0.749469444,-0.79923022,-0.542099384,-0.932065441,-0.295229497,-0.659995699,-0.388658784,-0.373739939,-0.664597705,-0.89855326,-0.764120633,-0.175434388,-0.136283141
MAPK8IP3,-0.633254384,-0.9159298,-0.163891566,0.45171154,-1,-0.70468405,-0.740699548,-0.159642753,-0.518669041,-0.785670672,-0.594255904,-0.975299192,-0.846769251,-0.625789633,-0.077832946,-0.428274868
EMX2,-0.602824849,-0.948832731,-1,-1,-0.851592359,-0.372563167,-1,-0.164958248,-0.860955182,-0.433037429,-1,-1,-1,-0.661813132,-0.109969351,0.498531367
RGS6,-0.651247635,-0.901292156,0.083717922,0.248857149,-0.740756445,-0.887643482,-0.951703698,-0.504699796,-0.450487906,-0.4941282,-0.80417767,-0.167579105,-1,-1,-0.572513729,-0.143968776
NRXN1,-0.809875019,-0.742788171,-0.132867702,-0.009451331,-0.531807802,-0.9467871,-0.794298405,-0.234119788,-0.586079253,-0.75294576,-0.585329093,-0.790446196,-0.866891416,-0.926513885,-0.289474522,0.133699504
RBFOX3,-0.828785614,-0.724963225,-0.071532761,-0.287829549,-0.696990665,-0.558126942,-1,-0.176948794,-0.789631658,-0.778263643,-0.604763271,-0.677789598,-0.954504081,-0.899790139,-0.541153287,-0.851630718
TMEM8B,-0.734432086,-0.820219116,-0.318644866,0.380068263,-0.259301691,-0.273073941,-0.511964821,-0.253789094,-0.510578607,-0.400802301,-0.894492949,-0.45232336,-0.566367754,-0.562624614,-0.353967789,-0.638022422
TMEM106A,-0.8678398,-0.688515909,0.006794142,0.678206795,-0.714791549,-0.436641982,-0.162102868,0.290963897,-1,-1,-0.162483782,-0.229782964,-1,-1,0.073768923,0.087798094
ANXA10,-1,-0.556473073,-1,-1,-0.451929632,-1,-0.668263442,-1,-0.361395645,-1,-1,-1,-1,-1,-1,-1
CACNG7,-0.794292996,-0.762425023,0.111542093,-0.774349492,-1,-1,-1,-0.83296289,-0.780096105,-1,-0.515949845,-1,-0.922736265,-0.836371294,-0.036610726,0.252188951
OR52A1,-0.884903891,-0.674277501,-1,-1,-1,-0.84402896,-0.682802149,-1,-0.740502857,-0.25223942,-0.244899793,-1,-0.839882017,-0.284770306,-0.612116178,-1
GOLGA8K,-0.85580599,-0.707940292,-0.58664524,-0.242339451,-0.739379958,-0.877103452,-0.87753689,-0.351142348,-0.859851829,-0.775050841,-0.198935282,-0.806822037,-1,-0.92144709,0.000437288,-0.012739176
ANO8,-0.786345495,-0.777793175,0.116044922,-0.253840827,-1,-0.624802199,-0.91710973,-0.242352047,-0.676462659,-1,-0.499705193,-0.482757903,-1,-0.642082487,-0.239656767,-0.467243074
RGN,-0.600548327,-0.963757267,-1,-1,-0.146085303,-1,-1,0.095057711,-1,-1,-0.256972774,-1,-1,0.033391866,-1,-1
ANKRD34A,-0.786376139,-0.778210563,-0.420281701,-1,-1,-0.337389461,-1,-0.928529991,-0.735650585,-0.433242266,-0.443241448,-0.420909684,-1,-0.284997219,-0.13978241,-0.396641489
MGP,-0.588519189,-0.976132727,-1,-1,-1,-1,-1,-1,-0.143849971,-1,-0.558179542,-1,-0.634152748,-0.103552547,-1,0.084275206
CADPS,-0.636652437,-0.928874139,-0.080178331,0.136190531,-0.927687702,-0.625402126,-0.844474979,-0.507997704,-0.60757936,-0.968690295,-0.914615579,-0.739258264,-0.954078694,-0.963625153,-0.906361677,-0.321495278
ADPRHL1,-0.909059185,-0.661642529,-0.140715281,0.491879456,-0.609192905,-0.959896238,-0.455303924,-0.378202851,-0.775758326,-1,-0.754899095,-0.365143316,-0.782830177,-1,-0.341681174,-0.173603096
GPR156,-0.977775836,-0.593787623,0.022929933,0.544189506,-1,-0.87002324,-0.654395949,0.33653858,-0.030201779,-0.287164164,0.019821021,-0.238042033,-0.896200109,-0.553208016,0.091961896,-0.072287572
TMEM63B,-0.816123906,-0.755573488,0.676221298,0.843627203,0.043638095,-0.063369557,-0.65969869,0.574107002,-0.455584659,-0.758640899,-0.078606291,-0.259686033,-0.627955059,-0.296409449,-0.066731382,0.250658311
FAM90A1,-0.663600111,-0.91189192,-1,-1,-1,-1,-1,0.653069269,-1,-0.310908342,0.052853167,0.316610405,-1,-1,0.295996345,0.096405939
HFM1,-0.578189673,-1,-0.322748583,-1,-1,-0.235315132,-1,-1,-1,-1,-0.577730951,0.176355446,-0.925349402,-1,-1,-0.424093073
MLKL,-0.584705226,-0.993821967,-0.430837319,0.280995166,-1,-1,-1,-0.835209947,-1,-0.25007463,-0.42035277,-0.463707139,-0.777158252,-0.12334964,-0.439528322,-0.767924171
ARPIN,-0.768647053,-0.812159457,-0.360040328,-0.097147257,-0.751232432,-0.545859115,-1,-0.938211261,-0.94185765,-1,-1,-1,-0.840348001,-1,-0.693152465,-0.578685205
CFAP74,-0.926972096,-0.65504961,-0.825931669,0.029440476,-0.694711059,-0.548951039,-0.852645844,-0.35013411,-0.014202197,0.1029854,-0.354184105,-0.17566649,-0.723697478,-1,-0.17032022,-0.31355031
SRCIN1,-0.821312746,-0.76269177,-0.168676091,0.218439131,-0.891197093,-0.504597074,-0.838290268,-0.375844497,-0.898347217,-0.861405333,-0.626041615,-0.691558956,-1,-1,-0.885221968,-0.169191674
FAM180B,-0.584338006,-1,0.130146821,1.093459159,-0.171180398,-0.85990445,0.004301379,0.207887923,-0.557031807,-1,-1,-0.149634095,-1,-1,0.137080534,-1
MYH13,-0.658490099,-0.930617951,0.09112507,0.254994468,-0.328820305,-1,-0.772648938,-0.421385427,-0.958396299,-0.765348678,-0.199952127,-0.460350785,-0.897136432,-1,-0.541530312,0.268910351
TYR,-0.750339408,-0.841546919,-0.283083011,-0.677043857,-0.752402549,-0.694887988,-0.518625173,-0.557091322,-0.907531375,-1,-0.70267641,-0.770055869,-0.917122253,-0.904116934,-0.872826692,-0.11975439
NFASC,-0.807359297,-0.785088958,-0.047126247,0.210760127,-0.815068468,-0.770689222,-0.870836271,-0.14049608,-0.672010052,-0.751269692,-0.597249092,-0.700550876,-0.883534298,-0.820456892,-0.332583729,0.017196729
TMEM255B,-0.83857755,-0.754601078,0.491346844,0.844981696,-0.661009135,-0.728512592,-0.541500996,-0.012134774,0.032440736,0.077782014,0.140827832,-0.71919464,-0.616397706,-0.429461613,0.104499061,0.11778717
OSBP2,-0.789550703,-0.805309257,0.329154118,0.801241145,-0.346271658,-0.501525962,-0.675529254,0.238988979,-0.573502239,-0.779574784,-0.080795248,-0.417921517,-0.49219916,-0.665727645,-0.608502792,0.029390272
GRK7,-0.9593179,-0.636532809,-0.021048257,0.379670027,-0.368446758,0.076642628,-0.704465908,0.04676666,-0.710012919,-1,-0.922001136,0.411178791,-1,-0.855254319,-0.342881399,0.183994582
SCUBE1,-0.690192532,-0.908171276,-0.120890352,0.200629466,-0.976832333,-1,-1,-0.066306497,-0.497226811,-0.837976439,-0.500959618,-1,-1,-0.898174561,-0.487315871,0.125655599
C11orf88,-0.598726664,-1,-1,-1,-1,-1,-1,-0.118799886,-0.601944832,-1,-0.80056452,-1,-1,-1,-1,-1
ZNF341,-0.7138578,-0.891456015,-0.068905431,0.254184926,-0.269069541,-0.504423196,-0.53331933,0.072992821,-0.336490263,-0.375270533,-0.369607216,0.060819048,-0.769715784,-0.120685422,-0.582265817,-0.469211521
TCP11L2,-0.912091648,-0.693988661,0.259677481,0.989431662,-0.375445653,-0.385653063,-0.470275852,-0.089035549,-0.015528001,-0.317749568,-0.09522329,-0.176923404,-0.738961095,-0.039371992,0.609966654,0.690287981
MYO7A,-0.884615846,-0.721871387,-0.35854106,0.526077976,-0.973242525,-1,-1,-0.185165571,-1,-0.711305326,-0.704327363,-0.373401186,-1,-1,-0.678355181,-0.289429783
BEND7,-0.76723466,-0.839315816,-0.276081792,0.094318068,-0.258963808,-0.240558047,-0.956613276,-0.482246873,-0.716416255,-0.87670507,-0.586663683,-1,-0.680178829,-0.923784557,-0.46021743,0.087702642
ZSCAN31,-0.613847181,-0.992913352,0.060524843,0.188417712,-0.234791982,-0.030842038,-0.505388246,0.022762851,-0.524917614,-0.170685804,-0.514728429,-1,-0.634544963,-1,0.11732301,-1
PRR12,-0.869379852,-0.739817619,-0.339976047,-0.218185264,-0.898326426,-0.255966341,-0.647048593,-0.621440949,-1,-0.843032686,-0.776022656,-0.854076007,-0.914880747,-0.753693891,-0.663977583,-0.814666629
HOXD9,-1,-0.61290449,-1,-1,-0.868059262,0.079691604,-1,0.395610121,-0.36769813,-1,-0.355971476,-0.446153854,-0.6096005,-1,-0.366484179,-1
WNT8B,-0.660181402,-0.953072317,0.469230531,0.34064099,-0.182010591,-1,-1,-0.302623301,-0.210029726,-1,-1,-1,-0.821431741,-0.886462803,0.423417264,0.071262143
ANKS6,-0.768052363,-0.846703123,-0.277681961,-0.955603878,0.22954132,0.362881337,-0.401299862,-0.014587988,0.270323338,-0.068231013,-0.189440338,0.135543208,-0.476540861,0.081336144,-0.433242532,-0.284267925
BLK,-0.614943108,-1,-0.015731585,1.066458244,-1,-1,-1,0.397402541,-0.268313509,-0.722573938,-0.663645951,-0.651641778,-1,-1,-0.024351742,0.284260141
DOCK8,-0.687443965,-0.929043436,-0.399875623,-0.180115606,-0.59482565,-0.708110042,-0.610693192,-0.470825113,-0.502716422,-0.513162764,-0.433995014,-0.228982693,-0.880604407,-0.862712272,-0.515987602,0.455836205
NTF3,-0.914482485,-0.70410784,-1,-1,-1,-1,-1,0.463626211,0.191004473,-0.541319403,-1,-1,-1,-1,-0.010894417,-0.871637538
GOLGA8T,-0.777689068,-0.843136478,-0.648597403,0.365563605,-0.487469421,-1,-1,-0.490898735,-0.510224131,-0.436718546,-0.162936757,-0.374839785,-1,-1,0.179497501,0.207144332
OR2AT4,-0.795132128,-0.826396485,-0.969388362,-0.955282521,-0.600251192,-0.866309722,-0.764969156,-0.590413437,-0.194724299,-0.426863257,-0.821835598,-0.678281259,-0.572884725,-0.241515424,-0.551995764,0.069787937
ZNF135,-0.697297504,-0.924235362,-0.200378353,0.960056073,-0.365346126,-0.10604953,-0.131017073,-0.192274384,-0.164445,-0.469619832,-0.210208396,-0.358110336,-0.227165439,-0.523422823,-0.040496926,-0.094320451
CXCR1,-0.772145573,-0.854503298,-0.138535488,-1,0.136575355,-0.915465903,-1,-1,-1,-0.839883459,-1,-1,-0.463584747,-1,-0.275313875,-1
MLYCD,-0.841040281,-0.787455062,-0.019178879,0.349437031,-0.629879007,-0.064743206,-0.495695003,-0.337452097,-0.279813482,-0.601784041,-0.243697004,-0.373285459,-0.550029576,-0.345853311,-0.546876524,-0.373405906
TRPV6,-0.804079546,-0.825856716,-0.367380662,0.504228433,-1,-1,-1,-0.043129579,-0.478068484,-0.716468046,-0.502874272,-0.445506842,-1,-0.977234425,-0.472161507,-0.696076191
C9orf129,-0.738288719,-0.891885503,0.356152875,0.510668713,-0.481183607,0.095065736,-0.332712858,-0.255525277,-1,-1,-0.493660329,-0.108096362,-0.831961951,0.018568859,-1,-0.098633615
LTBP2,-1,-0.631061883,-0.40103253,0.732044334,-1,-0.800776775,-0.952358727,-0.296635099,-0.020461049,-0.906043866,-0.571106502,-0.028075282,-0.571606651,-0.805617521,-0.684251894,0.205714712
ZNF80,-0.746848185,-0.884625569,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.694023439
APOBEC3H,-0.660244162,-0.97257382,-1,-1,-1,-1,-1,-0.242280421,-1,-1,-1,-1,-1,-1,-1,-1
ABCA2,-0.77184427,-0.861504613,-0.289839631,-1,-0.93063994,-0.464233857,-0.894693692,-0.348615267,-0.82937923,-1,-0.711879919,-0.607641647,-0.86042405,-0.763535824,-0.407466068,-0.534352191
TSPEAR,-0.641468218,-0.992134262,0.258392055,1.023393634,-1,-1,-0.908022396,-0.034256592,-1,-1,-0.589907214,-0.944922147,-1,-1,-0.341156701,0.037909133
ABCA3,-0.831057931,-0.802792023,-0.320032206,0.15229966,-1,-0.157495416,-0.333346698,-0.06261989,0.04189578,-0.227918249,-0.472630109,-0.022089551,-0.620291021,-0.336133396,-0.74683565,-0.552339254
MAB21L2,-0.647665602,-0.986291523,-0.054050461,0.826175133,-0.510105756,-1,-1,-0.750879333,-1,-1,-1,-1,-1,-1,-0.870664454,-1
TNFRSF11A,-0.815189367,-0.81908027,0.068588418,-0.21538121,-0.59334181,-0.725577081,-0.663518452,-0.203682365,-0.303880572,-0.950054446,-0.670909999,-1,-0.692420534,-0.845484582,-0.826707124,-0.280134544
